Solving with SCIP 8.1.0 [LP solver: Glop 9.9]
Total makespan = 37.0
z 30 31 0 0.0
z 30 31 1 0.0
z 30 31 2 0.0
z 30 31 3 0.0
z 30 32 0 0.0
z 30 32 1 0.0
z 30 32 2 0.0
z 30 32 3 0.0
z 30 33 0 0.0
z 30 33 1 0.0
z 30 33 2 0.0
z 30 33 3 0.0
z 30 34 0 0.0
z 30 34 1 0.0
z 30 34 2 0.0
z 30 34 3 0.0
z 30 35 0 0.0
z 30 35 1 0.0
z 30 35 2 0.0
z 30 35 3 0.0
z 30 36 0 0.0
z 30 36 1 0.0
z 30 36 2 0.0
z 30 36 3 0.0
z 30 37 0 0.0
z 30 37 1 0.0
z 30 37 2 0.0
z 30 37 3 0.0
z 30 38 0 0.0
z 30 38 1 0.0
z 30 38 2 0.0
z 30 38 3 0.0
z 30 39 0 0.0
z 30 39 1 0.0
z 30 39 2 0.0
z 30 39 3 0.0
z 30 40 0 0.0
z 30 40 1 0.0
z 30 40 2 0.0
z 30 40 3 0.0
z 30 41 0 0.0
z 30 41 1 0.0
z 30 41 2 0.0
z 30 41 3 0.0
z 30 42 0 0.0
z 30 42 1 0.0
z 30 42 2 0.0
z 30 42 3 0.0
z 30 43 0 0.0
z 30 43 1 0.0
z 30 43 2 0.0
z 30 43 3 0.0
z 30 44 0 0.0
z 30 44 1 0.0
z 30 44 2 0.0
z 30 44 3 0.0
z 30 45 0 0.0
z 30 45 1 0.0
z 30 45 2 0.0
z 30 45 3 0.0
z 30 46 0 0.0
z 30 46 1 0.0
z 30 46 2 0.0
z 30 46 3 0.0
z 30 47 0 0.0
z 30 47 1 0.0
z 30 47 2 0.0
z 30 47 3 0.0
z 30 48 0 0.0
z 30 48 1 0.0
z 30 48 2 0.0
z 30 48 3 0.0
z 30 49 0 0.0
z 30 49 1 0.0
z 30 49 2 0.0
z 30 49 3 0.0
z 31 0 0 0.0
z 31 0 1 0.0
z 31 0 2 0.0
z 31 0 3 0.0
z 31 1 0 0.0
z 31 1 1 0.0
z 31 1 2 0.0
z 31 1 3 0.0
z 31 2 0 0.0
z 31 2 1 0.0
z 31 2 2 0.0
z 31 2 3 0.0
z 31 3 0 0.0
z 31 3 1 0.0
z 31 3 2 0.0
z 31 3 3 0.0
z 31 4 0 0.0
z 31 4 1 0.0
z 31 4 2 0.0
z 31 4 3 0.0
z 31 5 0 0.0
z 31 5 1 0.0
z 31 5 2 0.0
z 31 5 3 0.0
z 31 6 0 0.0
z 31 6 1 0.0
z 31 6 2 0.0
z 31 6 3 0.0
z 31 7 0 0.0
z 31 7 1 0.0
z 31 7 2 0.0
z 31 7 3 0.0
z 31 8 0 0.0
z 31 8 1 0.0
z 31 8 2 0.0
z 31 8 3 0.0
z 31 9 0 0.0
z 31 9 1 0.0
z 31 9 2 0.0
z 31 9 3 0.0
z 31 10 0 0.0
z 31 10 1 0.0
z 31 10 2 0.0
z 31 10 3 0.0
z 31 11 0 0.0
z 31 11 1 0.0
z 31 11 2 0.0
z 31 11 3 0.0
z 31 12 0 0.0
z 31 12 1 0.0
z 31 12 2 0.0
z 31 12 3 0.0
z 31 13 0 0.0
z 31 13 1 0.0
z 31 13 2 0.0
z 31 13 3 0.0
z 31 14 0 0.0
z 31 14 1 0.0
z 31 14 2 0.0
z 31 14 3 0.0
z 31 15 0 0.0
z 31 15 1 0.0
z 31 15 2 0.0
z 31 15 3 0.0
z 31 16 0 0.0
z 31 16 1 0.0
z 31 16 2 0.0
z 31 16 3 0.0
z 31 17 0 0.0
z 31 17 1 0.0
z 31 17 2 0.0
z 31 17 3 0.0
z 31 18 0 0.0
z 31 18 1 0.0
z 31 18 2 0.0
z 31 18 3 0.0
z 31 19 0 0.0
z 31 19 1 0.0
z 31 19 2 0.0
z 31 19 3 0.0
z 31 20 0 0.0
z 31 20 1 0.0
z 31 20 2 0.0
z 31 20 3 0.0
z 31 21 0 0.0
z 31 21 1 0.0
z 31 21 2 0.0
z 31 21 3 0.0
z 31 22 0 0.0
z 31 22 1 0.0
z 31 22 2 0.0
z 31 22 3 0.0
z 31 23 0 0.0
z 31 23 1 0.0
z 31 23 2 0.0
z 31 23 3 0.0
z 31 24 0 0.0
z 31 24 1 0.0
z 31 24 2 0.0
z 31 24 3 0.0
z 31 25 0 0.0
z 31 25 1 0.0
z 31 25 2 0.0
z 31 25 3 0.0
z 31 26 0 0.0
z 31 26 1 0.0
z 31 26 2 0.0
z 31 26 3 0.0
z 31 27 0 0.0
z 31 27 1 0.0
z 31 27 2 0.0
z 31 27 3 0.0
z 31 28 0 0.0
z 31 28 1 0.0
z 31 28 2 0.0
z 31 28 3 0.0
z 31 29 0 0.0
z 31 29 1 0.0
z 31 29 2 0.0
z 31 29 3 0.0
z 31 30 0 0.0
z 31 30 1 0.0
z 31 30 2 0.0
z 31 30 3 0.0
z 31 31 0 0.0
z 31 31 1 0.0
z 31 31 2 0.0
z 31 31 3 0.0
z 31 32 0 0.0
z 31 32 1 0.0
z 31 32 2 0.0
z 31 32 3 0.0
z 31 33 0 0.0
z 31 33 1 0.0
z 31 33 2 0.0
z 31 33 3 0.0
z 31 34 0 0.0
z 31 34 1 0.0
z 31 34 2 0.0
z 31 34 3 0.0
z 31 35 0 0.0
z 31 35 1 0.0
z 31 35 2 0.0
z 31 35 3 0.0
z 31 36 0 0.0
z 31 36 1 0.0
z 31 36 2 0.0
z 31 36 3 0.0
z 31 37 0 0.0
z 31 37 1 0.0
z 31 37 2 0.0
z 31 37 3 0.0
z 31 38 0 0.0
z 31 38 1 0.0
z 31 38 2 0.0
z 31 38 3 0.0
z 31 39 0 0.0
z 31 39 1 0.0
z 31 39 2 0.0
z 31 39 3 0.0
z 31 40 0 0.0
z 31 40 1 0.0
z 31 40 2 0.0
z 31 40 3 0.0
z 31 41 0 0.0
z 31 41 1 0.0
z 31 41 2 0.0
z 31 41 3 0.0
z 31 42 0 0.0
z 31 42 1 0.0
z 31 42 2 0.0
z 31 42 3 0.0
z 31 43 0 0.0
z 31 43 1 0.0
z 31 43 2 0.0
z 31 43 3 0.0
z 31 44 0 0.0
z 31 44 1 0.0
z 31 44 2 0.0
z 31 44 3 0.0
z 31 45 0 0.0
z 31 45 1 0.0
z 31 45 2 0.0
z 31 45 3 0.0
z 31 46 0 0.0
z 31 46 1 0.0
z 31 46 2 0.0
z 31 46 3 0.0
z 31 47 0 0.0
z 31 47 1 0.0
z 31 47 2 0.0
z 31 47 3 0.0
z 31 48 0 0.0
z 31 48 1 0.0
z 31 48 2 0.0
z 31 48 3 0.0
z 31 49 0 0.0
z 31 49 1 0.0
z 31 49 2 0.0
z 31 49 3 0.0
z 32 0 0 0.0
z 32 0 1 0.0
z 32 0 2 0.0
z 32 0 3 0.0
z 32 1 0 0.0
z 32 1 1 0.0
z 32 1 2 0.0
z 32 1 3 0.0
z 32 2 0 0.0
z 32 2 1 0.0
z 32 2 2 0.0
z 32 2 3 0.0
z 32 3 0 0.0
z 32 3 1 0.0
z 32 3 2 0.0
z 32 3 3 0.0
z 32 4 0 0.0
z 32 4 1 0.0
z 32 4 2 0.0
z 32 4 3 0.0
z 32 5 0 0.0
z 32 5 1 0.0
z 32 5 2 0.0
z 32 5 3 0.0
z 32 6 0 0.0
z 32 6 1 0.0
z 32 6 2 0.0
z 32 6 3 0.0
z 32 7 0 0.0
z 32 7 1 0.0
z 32 7 2 0.0
z 32 7 3 0.0
z 32 8 0 0.0
z 32 8 1 0.0
z 32 8 2 0.0
z 32 8 3 0.0
z 32 9 0 0.0
z 32 9 1 0.0
z 32 9 2 0.0
z 32 9 3 0.0
z 32 10 0 0.0
z 32 10 1 0.0
z 32 10 2 0.0
z 32 10 3 0.0
z 32 11 0 0.0
z 32 11 1 0.0
z 32 11 2 0.0
z 32 11 3 0.0
z 32 12 0 0.0
z 32 12 1 0.0
z 32 12 2 0.0
z 32 12 3 0.0
z 32 13 0 0.0
z 32 13 1 0.0
z 32 13 2 0.0
z 32 13 3 0.0
z 32 14 0 0.0
z 32 14 1 0.0
z 32 14 2 0.0
z 32 14 3 0.0
z 32 15 0 0.0
z 32 15 1 0.0
z 32 15 2 0.0
z 32 15 3 0.0
z 32 16 0 0.0
z 32 16 1 0.0
z 32 16 2 0.0
z 32 16 3 0.0
z 32 17 0 0.0
z 32 17 1 0.0
z 32 17 2 0.0
z 32 17 3 0.0
z 32 18 0 0.0
z 32 18 1 0.0
z 32 18 2 0.0
z 32 18 3 0.0
z 32 19 0 0.0
z 32 19 1 0.0
z 32 19 2 0.0
z 32 19 3 0.0
z 32 20 0 0.0
z 32 20 1 0.0
z 32 20 2 0.0
z 32 20 3 0.0
z 32 21 0 0.0
z 32 21 1 0.0
z 32 21 2 0.0
z 32 21 3 0.0
z 32 22 0 0.0
z 32 22 1 0.0
z 32 22 2 0.0
z 32 22 3 0.0
z 32 23 0 0.0
z 32 23 1 0.0
z 32 23 2 0.0
z 32 23 3 0.0
z 32 24 0 0.0
z 32 24 1 0.0
z 32 24 2 0.0
z 32 24 3 0.0
z 32 25 0 0.0
z 32 25 1 0.0
z 32 25 2 0.0
z 32 25 3 0.0
z 32 26 0 0.0
z 32 26 1 0.0
z 32 26 2 0.0
z 32 26 3 0.0
z 32 27 0 0.0
z 32 27 1 0.0
z 32 27 2 0.0
z 32 27 3 0.0
z 32 28 0 0.0
z 32 28 1 0.0
z 32 28 2 0.0
z 32 28 3 0.0
z 32 29 0 0.0
z 32 29 1 0.0
z 32 29 2 0.0
z 32 29 3 0.0
z 32 30 0 0.0
z 32 30 1 0.0
z 32 30 2 0.0
z 32 30 3 0.0
z 32 31 0 0.0
z 32 31 1 0.0
z 32 31 2 0.0
z 32 31 3 0.0
z 32 32 0 0.0
z 32 32 1 0.0
z 32 32 2 0.0
z 32 32 3 0.0
z 32 33 0 0.0
z 32 33 1 0.0
z 32 33 2 0.0
z 32 33 3 0.0
z 32 34 0 0.0
z 32 34 1 0.0
z 32 34 2 0.0
z 32 34 3 0.0
z 32 35 0 0.0
z 32 35 1 0.0
z 32 35 2 0.0
z 32 35 3 0.0
z 32 36 0 0.0
z 32 36 1 0.0
z 32 36 2 0.0
z 32 36 3 0.0
z 32 37 0 0.0
z 32 37 1 0.0
z 32 37 2 0.0
z 32 37 3 0.0
z 32 38 0 0.0
z 32 38 1 0.0
z 32 38 2 0.0
z 32 38 3 0.0
z 32 39 0 0.0
z 32 39 1 0.0
z 32 39 2 0.0
z 32 39 3 0.0
z 32 40 0 0.0
z 32 40 1 0.0
z 32 40 2 0.0
z 32 40 3 0.0
z 32 41 0 0.0
z 32 41 1 0.0
z 32 41 2 0.0
z 32 41 3 0.0
z 32 42 0 0.0
z 32 42 1 0.0
z 32 42 2 0.0
z 32 42 3 0.0
z 32 43 0 0.0
z 32 43 1 0.0
z 32 43 2 0.0
z 32 43 3 0.0
z 32 44 0 0.0
z 32 44 1 0.0
z 32 44 2 0.0
z 32 44 3 0.0
z 32 45 0 0.0
z 32 45 1 0.0
z 32 45 2 0.0
z 32 45 3 0.0
z 32 46 0 0.0
z 32 46 1 0.0
z 32 46 2 0.0
z 32 46 3 0.0
z 32 47 0 0.0
z 32 47 1 0.0
z 32 47 2 0.0
z 32 47 3 0.0
z 32 48 0 0.0
z 32 48 1 0.0
z 32 48 2 0.0
z 32 48 3 0.0
z 32 49 0 0.0
z 32 49 1 0.0
z 32 49 2 0.0
z 32 49 3 0.0
z 33 0 0 0.0
z 33 0 1 0.0
z 33 0 2 0.0
z 33 0 3 0.0
z 33 1 0 0.0
z 33 1 1 0.0
z 33 1 2 0.0
z 33 1 3 0.0
z 33 2 0 0.0
z 33 2 1 0.0
z 33 2 2 0.0
z 33 2 3 0.0
z 33 3 0 0.0
z 33 3 1 0.0
z 33 3 2 0.0
z 33 3 3 0.0
z 33 4 0 0.0
z 33 4 1 0.0
z 33 4 2 0.0
z 33 4 3 0.0
z 33 5 0 0.0
z 33 5 1 0.0
z 33 5 2 0.0
z 33 5 3 0.0
z 33 6 0 0.0
z 33 6 1 0.0
z 33 6 2 0.0
z 33 6 3 0.0
z 33 7 0 0.0
z 33 7 1 0.0
z 33 7 2 0.0
z 33 7 3 0.0
z 33 8 0 0.0
z 33 8 1 0.0
z 33 8 2 0.0
z 33 8 3 0.0
z 33 9 0 0.0
z 33 9 1 0.0
z 33 9 2 0.0
z 33 9 3 0.0
z 33 10 0 0.0
z 33 10 1 0.0
z 33 10 2 0.0
z 33 10 3 0.0
z 33 11 0 0.0
z 33 11 1 0.0
z 33 11 2 0.0
z 33 11 3 0.0
z 33 12 0 0.0
z 33 12 1 0.0
z 33 12 2 0.0
z 33 12 3 0.0
z 33 13 0 0.0
z 33 13 1 0.0
z 33 13 2 0.0
z 33 13 3 0.0
z 33 14 0 0.0
z 33 14 1 0.0
z 33 14 2 0.0
z 33 14 3 0.0
z 33 15 0 0.0
z 33 15 1 0.0
z 33 15 2 0.0
z 33 15 3 0.0
z 33 16 0 0.0
z 33 16 1 0.0
z 33 16 2 0.0
z 33 16 3 0.0
z 33 17 0 0.0
z 33 17 1 0.0
z 33 17 2 0.0
z 33 17 3 0.0
z 33 18 0 0.0
z 33 18 1 0.0
z 33 18 2 0.0
z 33 18 3 0.0
z 33 19 0 0.0
z 33 19 1 0.0
z 33 19 2 0.0
z 33 19 3 0.0
z 33 20 0 0.0
z 33 20 1 0.0
z 33 20 2 0.0
z 33 20 3 0.0
z 33 21 0 0.0
z 33 21 1 0.0
z 33 21 2 0.0
z 33 21 3 0.0
z 33 22 0 0.0
z 33 22 1 0.0
z 33 22 2 0.0
z 33 22 3 0.0
z 33 23 0 0.0
z 33 23 1 0.0
z 33 23 2 0.0
z 33 23 3 0.0
z 33 24 0 0.0
z 33 24 1 0.0
z 33 24 2 0.0
z 33 24 3 0.0
z 33 25 0 0.0
z 33 25 1 0.0
z 33 25 2 0.0
z 33 25 3 0.0
z 33 26 0 0.0
z 33 26 1 0.0
z 33 26 2 0.0
z 33 26 3 0.0
z 33 27 0 0.0
z 33 27 1 0.0
z 33 27 2 0.0
z 33 27 3 0.0
z 33 28 0 0.0
z 33 28 1 0.0
z 33 28 2 0.0
z 33 28 3 0.0
z 33 29 0 0.0
z 33 29 1 0.0
z 33 29 2 0.0
z 33 29 3 0.0
z 33 30 0 0.0
z 33 30 1 0.0
z 33 30 2 0.0
z 33 30 3 0.0
z 33 31 0 0.0
z 33 31 1 0.0
z 33 31 2 0.0
z 33 31 3 0.0
z 33 32 0 0.0
z 33 32 1 0.0
z 33 32 2 0.0
z 33 32 3 0.0
z 33 33 0 0.0
z 33 33 1 0.0
z 33 33 2 0.0
z 33 33 3 0.0
z 33 34 0 0.0
z 33 34 1 0.0
z 33 34 2 0.0
z 33 34 3 0.0
z 33 35 0 0.0
z 33 35 1 0.0
z 33 35 2 0.0
z 33 35 3 0.0
z 33 36 0 0.0
z 33 36 1 0.0
z 33 36 2 0.0
z 33 36 3 0.0
z 33 37 0 0.0
z 33 37 1 0.0
z 33 37 2 0.0
z 33 37 3 0.0
z 33 38 0 0.0
z 33 38 1 0.0
z 33 38 2 0.0
z 33 38 3 0.0
z 33 39 0 0.0
z 33 39 1 0.0
z 33 39 2 0.0
z 33 39 3 0.0
z 33 40 0 0.0
z 33 40 1 0.0
z 33 40 2 0.0
z 33 40 3 0.0
z 33 41 0 0.0
z 33 41 1 0.0
z 33 41 2 0.0
z 33 41 3 0.0
z 33 42 0 0.0
z 33 42 1 0.0
z 33 42 2 0.0
z 33 42 3 0.0
z 33 43 0 0.0
z 33 43 1 0.0
z 33 43 2 0.0
z 33 43 3 0.0
z 33 44 0 0.0
z 33 44 1 0.0
z 33 44 2 0.0
z 33 44 3 0.0
z 33 45 0 0.0
z 33 45 1 0.0
z 33 45 2 0.0
z 33 45 3 0.0
z 33 46 0 0.0
z 33 46 1 0.0
z 33 46 2 0.0
z 33 46 3 0.0
z 33 47 0 0.0
z 33 47 1 0.0
z 33 47 2 0.0
z 33 47 3 0.0
z 33 48 0 0.0
z 33 48 1 0.0
z 33 48 2 0.0
z 33 48 3 0.0
z 33 49 0 0.0
z 33 49 1 0.0
z 33 49 2 0.0
z 33 49 3 0.0
z 34 0 0 0.0
z 34 0 1 0.0
z 34 0 2 0.0
z 34 0 3 0.0
z 34 1 0 0.0
z 34 1 1 0.0
z 34 1 2 0.0
z 34 1 3 0.0
z 34 2 0 0.0
z 34 2 1 0.0
z 34 2 2 0.0
z 34 2 3 0.0
z 34 3 0 0.0
z 34 3 1 0.0
z 34 3 2 0.0
z 34 3 3 0.0
z 34 4 0 0.0
z 34 4 1 0.0
z 34 4 2 0.0
z 34 4 3 0.0
z 34 5 0 0.0
z 34 5 1 0.0
z 34 5 2 0.0
z 34 5 3 0.0
z 34 6 0 0.0
z 34 6 1 0.0
z 34 6 2 0.0
z 34 6 3 0.0
z 34 7 0 0.0
z 34 7 1 0.0
z 34 7 2 0.0
z 34 7 3 0.0
z 34 8 0 0.0
z 34 8 1 0.0
z 34 8 2 0.0
z 34 8 3 0.0
z 34 9 0 0.0
z 34 9 1 0.0
z 34 9 2 0.0
z 34 9 3 0.0
z 34 10 0 0.0
z 34 10 1 0.0
z 34 10 2 0.0
z 34 10 3 0.0
z 34 11 0 0.0
z 34 11 1 0.0
z 34 11 2 0.0
z 34 11 3 0.0
z 34 12 0 0.0
z 34 12 1 0.0
z 34 12 2 0.0
z 34 12 3 0.0
z 34 13 0 0.0
z 34 13 1 0.0
z 34 13 2 0.0
z 34 13 3 0.0
z 34 14 0 0.0
z 34 14 1 0.0
z 34 14 2 0.0
z 34 14 3 0.0
z 34 15 0 0.0
z 34 15 1 0.0
z 34 15 2 0.0
z 34 15 3 0.0
z 34 16 0 0.0
z 34 16 1 0.0
z 34 16 2 0.0
z 34 16 3 0.0
z 34 17 0 0.0
z 34 17 1 0.0
z 34 17 2 0.0
z 34 17 3 0.0
z 34 18 0 0.0
z 34 18 1 0.0
z 34 18 2 0.0
z 34 18 3 0.0
z 34 19 0 0.0
z 34 19 1 0.0
z 34 19 2 0.0
z 34 19 3 0.0
z 34 20 0 0.0
z 34 20 1 0.0
z 34 20 2 0.0
z 34 20 3 0.0
z 34 21 0 0.0
z 34 21 1 0.0
z 34 21 2 0.0
z 34 21 3 0.0
z 34 22 0 0.0
z 34 22 1 0.0
z 34 22 2 0.0
z 34 22 3 0.0
z 34 23 0 0.0
z 34 23 1 0.0
z 34 23 2 0.0
z 34 23 3 0.0
z 34 24 0 0.0
z 34 24 1 0.0
z 34 24 2 0.0
z 34 24 3 0.0
z 34 25 0 0.0
z 34 25 1 0.0
z 34 25 2 0.0
z 34 25 3 0.0
z 34 26 0 0.0
z 34 26 1 0.0
z 34 26 2 0.0
z 34 26 3 0.0
z 34 27 0 0.0
z 34 27 1 0.0
z 34 27 2 0.0
z 34 27 3 0.0
z 34 28 0 0.0
z 34 28 1 0.0
z 34 28 2 0.0
z 34 28 3 0.0
z 34 29 0 0.0
z 34 29 1 0.0
z 34 29 2 0.0
z 34 29 3 0.0
z 34 30 0 0.0
z 34 30 1 0.0
z 34 30 2 0.0
z 34 30 3 0.0
z 34 31 0 0.0
z 34 31 1 0.0
z 34 31 2 0.0
z 34 31 3 0.0
z 34 32 0 0.0
z 34 32 1 0.0
z 34 32 2 0.0
z 34 32 3 0.0
z 34 33 0 0.0
z 34 33 1 0.0
z 34 33 2 0.0
z 34 33 3 0.0
z 34 34 0 0.0
z 34 34 1 0.0
z 34 34 2 0.0
z 34 34 3 0.0
z 34 35 0 0.0
z 34 35 1 0.0
z 34 35 2 0.0
z 34 35 3 0.0
z 34 36 0 0.0
z 34 36 1 0.0
z 34 36 2 0.0
z 34 36 3 0.0
z 34 37 0 0.0
z 34 37 1 0.0
z 34 37 2 0.0
z 34 37 3 0.0
z 34 38 0 0.0
z 34 38 1 0.0
z 34 38 2 0.0
z 34 38 3 0.0
z 34 39 0 0.0
z 34 39 1 0.0
z 34 39 2 0.0
z 34 39 3 0.0
z 34 40 0 0.0
z 34 40 1 0.0
z 34 40 2 0.0
z 34 40 3 0.0
z 34 41 0 0.0
z 34 41 1 0.0
z 34 41 2 0.0
z 34 41 3 0.0
z 34 42 0 0.0
z 34 42 1 0.0
z 34 42 2 0.0
z 34 42 3 0.0
z 34 43 0 0.0
z 34 43 1 0.0
z 34 43 2 0.0
z 34 43 3 0.0
z 34 44 0 0.0
z 34 44 1 0.0
z 34 44 2 0.0
z 34 44 3 0.0
z 34 45 0 0.0
z 34 45 1 0.0
z 34 45 2 0.0
z 34 45 3 0.0
z 34 46 0 0.0
z 34 46 1 0.0
z 34 46 2 0.0
z 34 46 3 0.0
z 34 47 0 0.0
z 34 47 1 0.0
z 34 47 2 0.0
z 34 47 3 0.0
z 34 48 0 0.0
z 34 48 1 0.0
z 34 48 2 0.0
z 34 48 3 0.0
z 34 49 0 0.0
z 34 49 1 0.0
z 34 49 2 0.0
z 34 49 3 0.0
z 35 0 0 0.0
z 35 0 1 0.0
z 35 0 2 0.0
z 35 0 3 0.0
z 35 1 0 0.0
z 35 1 1 0.0
z 35 1 2 0.0
z 35 1 3 0.0
z 35 2 0 0.0
z 35 2 1 0.0
z 35 2 2 0.0
z 35 2 3 0.0
z 35 3 0 0.0
z 35 3 1 0.0
z 35 3 2 0.0
z 35 3 3 0.0
z 35 4 0 0.0
z 35 4 1 0.0
z 35 4 2 0.0
z 35 4 3 0.0
z 35 5 0 0.0
z 35 5 1 0.0
z 35 5 2 0.0
z 35 5 3 0.0
z 35 6 0 0.0
z 35 6 1 0.0
z 35 6 2 0.0
z 35 6 3 0.0
z 35 7 0 0.0
z 35 7 1 0.0
z 35 7 2 0.0
z 35 7 3 0.0
z 35 8 0 0.0
z 35 8 1 0.0
z 35 8 2 0.0
z 35 8 3 0.0
z 35 9 0 0.0
z 35 9 1 0.0
z 35 9 2 0.0
z 35 9 3 0.0
z 35 10 0 0.0
z 35 10 1 0.0
z 35 10 2 0.0
z 35 10 3 0.0
z 35 11 0 0.0
z 35 11 1 0.0
z 35 11 2 0.0
z 35 11 3 0.0
z 35 12 0 0.0
z 35 12 1 0.0
z 35 12 2 0.0
z 35 12 3 0.0
z 35 13 0 0.0
z 35 13 1 0.0
z 35 13 2 0.0
z 35 13 3 0.0
z 35 14 0 0.0
z 35 14 1 0.0
z 35 14 2 0.0
z 35 14 3 0.0
z 35 15 0 0.0
z 35 15 1 0.0
z 35 15 2 0.0
z 35 15 3 0.0
z 35 16 0 0.0
z 35 16 1 0.0
z 35 16 2 0.0
z 35 16 3 0.0
z 35 17 0 0.0
z 35 17 1 0.0
z 35 17 2 0.0
z 35 17 3 0.0
z 35 18 0 0.0
z 35 18 1 0.0
z 35 18 2 0.0
z 35 18 3 0.0
z 35 19 0 0.0
z 35 19 1 0.0
z 35 19 2 0.0
z 35 19 3 0.0
z 35 20 0 0.0
z 35 20 1 0.0
z 35 20 2 0.0
z 35 20 3 0.0
z 35 21 0 0.0
z 35 21 1 0.0
z 35 21 2 0.0
z 35 21 3 0.0
z 35 22 0 0.0
z 35 22 1 0.0
z 35 22 2 0.0
z 35 22 3 0.0
z 35 23 0 0.0
z 35 23 1 0.0
z 35 23 2 0.0
z 35 23 3 0.0
z 35 24 0 0.0
z 35 24 1 0.0
z 35 24 2 0.0
z 35 24 3 0.0
z 35 25 0 0.0
z 35 25 1 0.0
z 35 25 2 0.0
z 35 25 3 0.0
z 35 26 0 0.0
z 35 26 1 0.0
z 35 26 2 0.0
z 35 26 3 0.0
z 35 27 0 0.0
z 35 27 1 0.0
z 35 27 2 0.0
z 35 27 3 0.0
z 35 28 0 0.0
z 35 28 1 0.0
z 35 28 2 0.0
z 35 28 3 0.0
z 35 29 0 0.0
z 35 29 1 0.0
z 35 29 2 0.0
z 35 29 3 0.0
z 35 30 0 0.0
z 35 30 1 0.0
z 35 30 2 0.0
z 35 30 3 0.0
z 35 31 0 0.0
z 35 31 1 0.0
z 35 31 2 0.0
z 35 31 3 0.0
z 35 32 0 0.0
z 35 32 1 0.0
z 35 32 2 0.0
z 35 32 3 0.0
z 35 33 0 0.0
z 35 33 1 0.0
z 35 33 2 0.0
z 35 33 3 0.0
z 35 34 0 0.0
z 35 34 1 0.0
z 35 34 2 0.0
z 35 34 3 0.0
z 35 35 0 0.0
z 35 35 1 0.0
z 35 35 2 0.0
z 35 35 3 0.0
z 35 36 0 0.0
z 35 36 1 0.0
z 35 36 2 0.0
z 35 36 3 0.0
z 35 37 0 0.0
z 35 37 1 0.0
z 35 37 2 0.0
z 35 37 3 0.0
z 35 38 0 0.0
z 35 38 1 0.0
z 35 38 2 0.0
z 35 38 3 0.0
z 35 39 0 0.0
z 35 39 1 0.0
z 35 39 2 0.0
z 35 39 3 0.0
z 35 40 0 0.0
z 35 40 1 0.0
z 35 40 2 0.0
z 35 40 3 0.0
z 35 41 0 0.0
z 35 41 1 0.0
z 35 41 2 0.0
z 35 41 3 0.0
z 35 42 0 0.0
z 35 42 1 0.0
z 35 42 2 0.0
z 35 42 3 0.0
z 35 43 0 0.0
z 35 43 1 0.0
z 35 43 2 0.0
z 35 43 3 0.0
z 35 44 0 0.0
z 35 44 1 0.0
z 35 44 2 0.0
z 35 44 3 0.0
z 35 45 0 0.0
z 35 45 1 0.0
z 35 45 2 0.0
z 35 45 3 0.0
z 35 46 0 0.0
z 35 46 1 0.0
z 35 46 2 0.0
z 35 46 3 0.0
z 35 47 0 0.0
z 35 47 1 0.0
z 35 47 2 0.0
z 35 47 3 0.0
z 35 48 0 0.0
z 35 48 1 0.0
z 35 48 2 0.0
z 35 48 3 0.0
z 35 49 0 0.0
z 35 49 1 0.0
z 35 49 2 0.0
z 35 49 3 0.0
z 36 0 0 0.0
z 36 0 1 0.0
z 36 0 2 0.0
z 36 0 3 0.0
z 36 1 0 0.0
z 36 1 1 0.0
z 36 1 2 0.0
z 36 1 3 0.0
z 36 2 0 0.0
z 36 2 1 0.0
z 36 2 2 0.0
z 36 2 3 0.0
z 36 3 0 0.0
z 36 3 1 0.0
z 36 3 2 0.0
z 36 3 3 0.0
z 36 4 0 0.0
z 36 4 1 0.0
z 36 4 2 0.0
z 36 4 3 0.0
z 36 5 0 0.0
z 36 5 1 0.0
z 36 5 2 0.0
z 36 5 3 0.0
z 36 6 0 0.0
z 36 6 1 0.0
z 36 6 2 0.0
z 36 6 3 0.0
z 36 7 0 0.0
z 36 7 1 0.0
z 36 7 2 0.0
z 36 7 3 0.0
z 36 8 0 0.0
z 36 8 1 0.0
z 36 8 2 0.0
z 36 8 3 0.0
z 36 9 0 0.0
z 36 9 1 0.0
z 36 9 2 0.0
z 36 9 3 0.0
z 36 10 0 0.0
z 36 10 1 0.0
z 36 10 2 0.0
z 36 10 3 0.0
z 36 11 0 0.0
z 36 11 1 0.0
z 36 11 2 0.0
z 36 11 3 0.0
z 36 12 0 0.0
z 36 12 1 0.0
z 36 12 2 0.0
z 36 12 3 0.0
z 36 13 0 0.0
z 36 13 1 0.0
z 36 13 2 0.0
z 36 13 3 0.0
z 36 14 0 0.0
z 36 14 1 0.0
z 36 14 2 0.0
z 36 14 3 0.0
z 36 15 0 0.0
z 36 15 1 0.0
z 36 15 2 0.0
z 36 15 3 0.0
z 36 16 0 0.0
z 36 16 1 0.0
z 36 16 2 0.0
z 36 16 3 0.0
z 36 17 0 0.0
z 36 17 1 0.0
z 36 17 2 0.0
z 36 17 3 0.0
z 36 18 0 0.0
z 36 18 1 0.0
z 36 18 2 0.0
z 36 18 3 0.0
z 36 19 0 0.0
z 36 19 1 0.0
z 36 19 2 0.0
z 36 19 3 0.0
z 36 20 0 0.0
z 36 20 1 0.0
z 36 20 2 0.0
z 36 20 3 0.0
z 36 21 0 0.0
z 36 21 1 0.0
z 36 21 2 0.0
